report_date,event_datetime_z,event_date,event_time_z,city,state,airport_code,facility,aircraft_primary,aircraft_primary_model,n_numbers,phase,event_type,pob,injuries,damage,form_8020_9,group_id,group_size,context_parens,sources_json,media_json,aircraft_image_url,aircraft_image_type,raw_narrative,callsign_primary,aircraft_type_designator,sources_found,media_found,sources_checked_on,media_checked_on,ntsb_case_id,ntsb_pdf_url,aircraft_image_actual_url,aircraft_image_generic_url,aircraft_image_verified,missing_sources,missing_media,score
1/12/2026,2026-01-10T15:25:00Z,1/10/2026,1525Z,BAKERSFIELD,CA,BFL,WSC ROC,N787FA,C172,N787FA,Blown tires,WSC ROC | BFL,3,,Unknown,Yes,,1,C172,[],[],https://www.google.com/search?tbm=isch&q=N787FA+aircraft,actual_search,"BAKERSFIELD, CA, (WSC ROC), (BFL), N787FA, C172. N787FA, upon touching down on RWY30R, the aircraft blew both main tires and then became disabled on the runway. The aircraft was towed off later on. FAA Form 8020-9 was received. POB: 3, Injuries: None, Damage: Unknown. 1/10/2026 1525Z.",,C172,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N787FA+aircraft,https://www.google.com/search?tbm=isch&q=C172+aircraft,No,True,True,2
1/12/2026,2026-01-10T17:00:00Z,1/10/2026,1700Z,LAVERKIN,UT,,FTW FSS,N90MN,KUBICEK- M26,N90MN,Accident,FTW FSS,2,,Substantial,Yes,,1,KUBICEK- M26,[],[],https://www.google.com/search?tbm=isch&q=N90MN+aircraft,actual_search,"LAVERKIN, UT, (FTW FSS), N90MN, KUBICEK- M26. N90MN was maneuvering the hot air balloon and experienced a downdraft and got stuck in power lines. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Substantial. 1/10/2026 1700Z.",,KUBICEK- M26,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N90MN+aircraft,https://www.google.com/search?tbm=isch&q=KUBICEK- M26+aircraft,No,True,True,3
1/12/2026,2026-01-10T18:57:00Z,1/10/2026,1857Z,IMPERIAL,CA,IPL,FTW FSS,N1784R,C172,N1784R,Gear-up landing,FTW FSS | IPL,4,,Minor,Yes,,1,C172,[],[],https://www.google.com/search?tbm=isch&q=N1784R+aircraft,actual_search,"IMPERIAL, CA, (FTW FSS), (IPL), N1784R, C172. N1784R experienced a nose gear up landing on RWY32. FAA Form 8020-9 was received. POB: 4, Injuries: None, Damage: Minor. 1/10/2026 1857Z.",,C172,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N1784R+aircraft,https://www.google.com/search?tbm=isch&q=C172+aircraft,No,True,True,2
1/12/2026,2026-01-11T00:41:00Z,1/11/2026,0041Z,PALO ALTO,CA,PAO,WSC ROC,N28003,AA5,N28003,Prop strike,WSC ROC | PAO,1,,Minor,No,,1,AA5,[],[],https://www.google.com/search?tbm=isch&q=N28003+aircraft,actual_search,"PALO ALTO, CA, (WSC ROC), (PAO), N28003, AA5. N28003 experienced a prop strike during landing on RWY31. No FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Minor. 1/11/2026 0041Z.",,AA5,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N28003+aircraft,https://www.google.com/search?tbm=isch&q=AA5+aircraft,No,True,True,1
1/12/2026,2026-01-11T02:20:00Z,1/11/2026,0220Z,SEATTLE,WA,SEA,,ASA9578,B739,NONE,Bird strike,SEA,Unknown,,Unknown,Yes,,1,B739,[],[],https://www.google.com/search?tbm=isch&q=B739+aircraft,generic_search,"SEATTLE, WA, (SEA), ASA9578, B739. ASA9578 (IFR) reported a birdstrike over RWY16R. The aircraft landed and taxied in without incident. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 1/11/2026 0220Z.",ASA9578,B739,0,0,4/8/2026,4/8/2026,,,,https://www.google.com/search?tbm=isch&q=B739+aircraft,No,True,True,2
1/12/2026,2026-01-11T04:35:00Z,1/11/2026,0435Z,EVERETT,WA,PAE,S46,PKW1023,FAIRCHILD SWEARINGEN METROLINER (SW4),NONE,Hail/possible damage,S46 | PAE,Unknown,,Unknown,Yes,,1,SW4,[],[],https://www.google.com/search?tbm=isch&q=FAIRCHILD SWEARINGEN METROLINER (SW4)+aircraft,generic_search,"EVERETT, WA, S46), (PAE), PKW1023, FAIRCHILD SWEARINGEN METROLINER (SW4). PKW1023 (ELP-PAE) IFR encountered precipitation that had produced hail. PKW1023 advised that they believed there was damage to the aircraft. The aircraft landed at PAE without further incident. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 1/11/2026 0435Z.",PKW1023,FAIRCHILD SWEARINGEN METROLINER (SW4),0,0,4/8/2026,4/8/2026,,,,https://www.google.com/search?tbm=isch&q=FAIRCHILD SWEARINGEN METROLINER (SW4)+aircraft,No,True,True,2
1/12/2026,2026-01-11T13:39:00Z,1/11/2026,1339Z,LOS ANGELES,CA,LAX,WSC ROC,ASA1351,B737-800,N514AS,Ground collision,WSC ROC | LAX | ASA1351,153,,Unknown,No,,1,B737-800,[],[],https://www.google.com/search?tbm=isch&q=N514AS+aircraft,actual_search,"LOS ANGELES, CA, (WSC ROC), (LAX), (ASA1351), N514AS, B737-800. ASA1351 (SJC-LAX) IFR landed safely but taxied the wrong way to the gate, causing the right wing vertical strut to strike the boarding bridge stairwell, causing damage to both the aircraft and airport property. No FAA Form 8020-9 was received. POB: 153, Injuries: None, Damage: Unknown. 1/11/2026 1339Z.",ASA1351,B737-800,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N514AS+aircraft,https://www.google.com/search?tbm=isch&q=B737-800+aircraft,No,True,True,1
1/12/2026,2026-01-11T16:30:00Z,1/11/2026,1630Z,ANCHORAGE,AK,ANC,WSC ROC,CX2082,B748,NONE,Ground collision,WSC ROC | ANC,Unknown,,Unknown,No,,1,B748,[],[],https://www.google.com/search?tbm=isch&q=B748+aircraft,generic_search,"ANCHORAGE, AK, (WSC ROC), (ANC), CX2082, B748. CX2082 (IFR) left wing got struck by a de-icing truck boom while taxiing for departure. No FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 1/11/2026 1630Z.",CX2082,B748,0,0,4/8/2026,4/8/2026,,,,https://www.google.com/search?tbm=isch&q=B748+aircraft,No,True,True,1
1/12/2026,2026-01-11T21:16:00Z,1/11/2026,2116Z,DOTSERO,CO,,FTW FSS,N6725M,STINSON 108-3,N6725M,Engine failure,FTW FSS,1,1- Minor,Substantial,Yes,,1,STINSON 108-3,[],[],https://www.google.com/search?tbm=isch&q=N6725M+aircraft,actual_search,"DOTSERO, CO, (FTW FSS), N6725M, STINSON 108-3. N6725M reported engine failure while on short approach, clipped a tree, and nose-dived to the ground. FAA Form 8020-9 was received. POB: 1, Injuries: 1- Minor, Damage: Substantial. 1/11/2026 2116Z.",,STINSON 108-3,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N6725M+aircraft,https://www.google.com/search?tbm=isch&q=STINSON 108-3+aircraft,No,True,True,3
1/12/2026,2026-01-12T01:06:00Z,1/12/2026,0106Z,ANCHORAGE,AK,,MRI,N669CW,PA-31,N669CW,Runway excursion,MRI,1,,Unknown,Yes,,1,PA-31,[],[],https://www.google.com/search?tbm=isch&q=N669CW+aircraft,actual_search,"ANCHORAGE, AK, (MRI), N669CW, PA-31. N669CW landed on the left side of centerline RWY26 and struck a snow berm. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 1/12/2026 0106Z.",,PA-31,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N669CW+aircraft,https://www.google.com/search?tbm=isch&q=PA-31+aircraft,No,True,True,2
1/13/2026,1/12/2026 0106Z,1/12/2026,0106Z,ANCHORAGE,AK,,MRI,N669CW,PA-31,N669CW,Landing/runway excursion,Snow berm strike,1,,Substantial,Yes,24,1,MRI,[],[],https://www.google.com/search?tbm=isch&q=N669CW+aircraft,actual_search,"ANCHORAGE, AK, (MRI), N669CW, PA-31. N669CW landed on the left side of centerline RWY26 and struck a snow berm. FAA Form 8020-9 was received. POB: 1, Injuries: None, Update: Damage: Substantial. Unknown. 1/12/2026 0106Z.",,PA-31,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N669CW+aircraft,https://www.google.com/search?tbm=isch&q=PA-31+aircraft,No,True,True,3
1/13/2026,12/13/2025 2200Z,12/13/2025,2200Z,COLORADO SPRINGS,CO,FLY,FTW FSS,N423BA,LET L13 AC BLANIK,N423BA,Landing,Tail strike,2,,Unknown,Yes,22,1,FTW FSS | FLY,[],[],https://www.google.com/search?tbm=isch&q=N423BA+aircraft,actual_search,"COLORADO SPRINGS, CO, (FTW FSS), (FLY), N423BA, LET L13 AC BLANIK. N423BA was on a training flight when the training pilot overcontrolled on landing, causing a tail strike. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. Late Report: 12/13/2025 2200Z.",,LET L13 AC BLANIK,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N423BA+aircraft,https://www.google.com/search?tbm=isch&q=LET L13 AC BLANIK+aircraft,No,True,True,2
1/13/2026,1/11/2026 2116Z,1/11/2026,2116Z,"GYPSUM, CO, DOTSERO",CO,,FTW FSS,N6725M,STINSON 108-3,N6725M,Approach,Engine failure/crash,1,1- Minor,Substantial,Yes,25,1,FTW FSS,[],[],https://www.google.com/search?tbm=isch&q=N6725M+aircraft,actual_search,"UPDATE: GYPSUM, CO, DOTSERO, CO, (FTW FSS), N6725M, STINSON 108-3. N6725M reported engine failure while on short approach, clipped a tree, and nose-dived to the ground. FAA Form 8020-9 was received. POB: 1, Injuries: 1-Minor, Damage: Substantial. 1/11/2026 2116Z.",,STINSON 108-3,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N6725M+aircraft,https://www.google.com/search?tbm=isch&q=STINSON 108-3+aircraft,No,True,True,4
1/13/2026,12/23/2025 2055Z,12/23/2025,2055Z,SANTA ANA,CA,SNA,SCT,N272HM,SR22,N272HM,Emergency landing/parachute deployment,Engine stall,1,,Substantial,Yes,23,1,SCT | SNA,[],[],https://www.google.com/search?tbm=isch&q=N272HM+aircraft,actual_search,"SANTA ANA, CA, (SCT), (SNA), N272HM, SR22. N272HM (IFR) deployed a chute after the engine stalled and landed in a canyon approximately 22.3 miles east of SNA. The aircraft was subject to an ALNOT issued by ZLA. FAA Form 8020-9 was received. POB: 1, Injuries: None, Update: Damage: Substantial. Unknown. 12/23/2025 2055Z.",,SR22,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N272HM+aircraft,https://www.google.com/search?tbm=isch&q=SR22+aircraft,No,True,True,3
1/13/2026,1/9/2026 0109Z,1/9/2026,0109Z,SCAMMON BAY,AK,SCM,ENA FSS,N41189,PA31,N41189,Takeoff,Tire blowout/runway excursion,4,,Unknown,Yes,26,1,ENA FSS | SCM,[],[],https://www.google.com/search?tbm=isch&q=N41189+aircraft,actual_search,"SCAMMON BAY, AK, (ENA FSS), (SCM), N41189, PA31. Update: N41189 landed when one of the tires blew, was taking off when one of the tires blew, causing the aircraft to veer off the runway. No reported damage to airport property. FAA Form 8020-9 was received. POB: 4, Injuries: None, Damage: Unknown. 1/9/2026 0109Z.",,PA31,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N41189+aircraft,https://www.google.com/search?tbm=isch&q=PA31+aircraft,No,True,True,3
1/14/2026,1/13/2026 1835Z,1/13/2026,1835Z,PALM SPRINGS,CA,PSP,PSP,N444ED,VANS RV- 4,N444ED,Taxi,Airport sign strike,1,,Unknown,Yes,29,1,PSP,[],[],https://www.google.com/search?tbm=isch&q=N444ED+aircraft,actual_search,"PALM SPRINGS, CA, (PSP), N444ED, VANS RV- 4. N444ED landed on RWY31R, but the aircraft veered off the taxiway and struck airport signage while taxiing back to RWY31R. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 1/13/2026 1835Z.",,VANS RV- 4,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N444ED+aircraft,https://www.google.com/search?tbm=isch&q=VANS RV- 4+aircraft,No,True,True,2
1/14/2026,1/7/2026 1837Z,1/7/2026,1837Z,PALO ALTO,CA,PAO,PAO,N5109B,C152,N5109B,Landing,Prop strike,1,,Minor,Yes,27,1,PAO,[],[],https://www.google.com/search?tbm=isch&q=N5109B+aircraft,actual_search,"PALO ALTO, CA, (PAO), N5109B, C152. N5109B bounced while landing on RWY31, resulting in a prop strike. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Minor. 1/7/2026 1837Z.",,C152,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N5109B+aircraft,https://www.google.com/search?tbm=isch&q=C152+aircraft,No,True,True,2
1/14/2026,1/13/2026 1927Z,1/13/2026,1927Z,TELLURIDE,CO,TEX,ZDV,TCN772,C750,N772XJ,Landing,Gear collapse,3,,Unknown,Yes,28,1,ZDV | TEX,[],[],https://www.google.com/search?tbm=isch&q=N772XJ+aircraft,actual_search,"TELLURIDE, CO, (ZDV), (TEX), TCN772, N772XJ, C750. TCN772 (IFR) left main and nose gear collapsed during landing on RWY09. FAA Form 8020-9 was received. POB: 3, Injuries: None, Damage: Unknown. 1/13/2026 1927Z.",TCN772,C750,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N772XJ+aircraft,https://www.google.com/search?tbm=isch&q=C750+aircraft,No,True,True,2
1/21/2026,1/20/2026 0245Z,1/20/2026,0245Z,TORRANCE,CA,TOA,TOA,N121HP,GC-1B,N121HP; N542PG,Taxi,Ground collision,2,,Unknown,Yes,31,1,TOA,[],[],https://www.google.com/search?tbm=isch&q=GC-1B+aircraft,generic_search,"TORRANCE, CA, (TOA), N121HP, GC-1B. N121HP (L00-TOA) landed on RWY29L and while taxiing to refuel, clipped N542PG (SR22) a parked aircraft. Update: FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. 1/20/2026 0245Z.",,GC-1B,0,0,4/8/2026,4/8/2026,,,,https://www.google.com/search?tbm=isch&q=GC-1B+aircraft,No,True,True,2
1/21/2026,1/20/2026 0245Z,1/20/2026,0245Z,TORRANCE,CA,TOA,TOA,N542PG,SR22,N542PG; N121HP,Taxi,Ground collision,,,Unknown,Yes,30,1,TOA,[],[],https://www.google.com/search?tbm=isch&q=SR22+aircraft,generic_search,"TORRANCE, CA, (TOA), N542PG (SR22). N121HP, GC-1B (L00-TOA) landed on RWY29L and while taxiing to refuel, clipped N542PG a parked aircraft. Update: FAA Form 8020-9 was received. POB: None, Injuries: None, Damage: Unknown. 1/20/2026 0245Z.",,SR22,0,0,4/8/2026,4/8/2026,,,,https://www.google.com/search?tbm=isch&q=SR22+aircraft,No,True,True,2
1/23/2026,1/21/2026 2212Z,1/21/2026,2212Z,ALCOVA,WY,CPR,WSC ROC,N972WY,CCX-2000,N972WY,Forced landing,Crash landing,1,,Substantial,No,32,1,WSC ROC | CPR,[],[],https://www.google.com/search?tbm=isch&q=N972WY+aircraft,actual_search,"ALCOVA, WY, (WSC ROC), (CPR), N972WY, CCX-2000. N972WY crash-landed at a private airstrip approximately 24 nautical miles south-southwest of Casper Airport (CPR), 42.56.117 -106.7156. Update: No FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Substantial. 1/21/2026 2212Z.",,CCX-2000,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N972WY+aircraft,https://www.google.com/search?tbm=isch&q=CCX-2000+aircraft,No,True,True,3
1/26/2026,1/26/2026 0505Z,1/26/2026,0505Z,ANCHORAGE,AK,ANC,WSC ROC,N6333G,C150,N6333G,Landing,Flipover/wrong landing surface,2,,Substantial,Yes,33,1,ANC | WSC ROC,[],[],https://www.google.com/search?tbm=isch&q=N6333G+aircraft,actual_search,"ANCHORAGE, KA, (ANC), (WSC ROC), N6333G, C150. N6333G was cleared to land RWY32 at Lake Hood (LHD) Airport, AK; however, they landed on the West Waterlane, and the aircraft flipped on the frozen surface. Update: FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Substantial. 1/26/2026 0505Z.",,C150,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N6333G+aircraft,https://www.google.com/search?tbm=isch&q=C150+aircraft,No,True,True,3
1/26/2026,1/24/2026 1820Z,1/24/2026,1820Z,BIG BEAR CITY,CA,L35,FTW FSS,N3383R,C182,N3383R,Landing,Runway excursion/prop strike,2,,Minor,Yes,34,1,FTW FSS | L35,[],[],https://www.google.com/search?tbm=isch&q=N3383R+aircraft,actual_search,"BIG BEAR CITY, CA, (FTW FSS), (L35), N3383R, C182. N3383R (A20-L35) IFR landed on RWY08 when a wind gust caused the aircraft to go off the runway on the right-hand side, striking a runway light and causing a prop strike and damage to the cowling and wingtip. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Minor. 1/24/2026 1820Z.",,C182,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N3383R+aircraft,https://www.google.com/search?tbm=isch&q=C182+aircraft,No,True,True,3
1/26/2026,1/25/2026 0550Z,1/25/2026,0550Z,HONOLULU,HI,,HCF,AAL116,B788,N819AN,En route diversion,Cracked windshield,131,,Unknown,Yes,35,1,HCF,[],[],https://www.google.com/search?tbm=isch&q=N819AN+aircraft,actual_search,"HONOLULU, HI, (HCF), N819AN, B788. AAL116 (HOG-DFW) IFR was enroute to DFW but had a windshield crack. The pilot diverted to HNL RWY08L. AAL116 landed RWY08L safely. FAA Form 8020-9 was received. POB: 131, Injuries: None, Damage: Unknown. 1/25/2026 0550Z.",AAL116,B788,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N819AN+aircraft,https://www.google.com/search?tbm=isch&q=B788+aircraft,No,True,True,2
1/26/2026,1/25/2026 2150Z,1/25/2026,2150Z,KINGMAN,AZ,IGM,FTW FSS,N4402T,PA28,N4402T,Landing,Nose gear collapse,1,,Unknown,Yes,36,1,FTW FSS | IGM,[],[],https://www.google.com/search?tbm=isch&q=N4402T+aircraft,actual_search,"KINGMAN, AZ, (FTW FSS), (IGM),N4402T, PA28. N4402T’s Nose gear collapsed while landing on RWY03. FAA Form 8020-9 was received. POB: , 1, Injuries: None, Damage: Unknown. 1/25/2026 2150Z.",,PA28,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N4402T+aircraft,https://www.google.com/search?tbm=isch&q=PA28+aircraft,No,True,True,2
1/26/2026,1/24/2026 2005Z,1/24/2026,2005Z,RIVERSIDE,CA,RAL,RAL,N5579M,BE36,N5579M,Emergency landing,Rough running engine,1,,,Yes,37,1,RAL,[],[],https://www.google.com/search?tbm=isch&q=N5579M+aircraft,actual_search,"RIVERSIDE, CA, (RAL), N5579M, BE36. N5579M had an emergency inbound landing RAL with a rough running engine. SOCAL TRACON (SCT) advised RAL tower regarding the aircraft. N5579M on landed on RWY09 without incident and taxied into the ramp. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: None. 1/24/2026 2005Z.",,BE36,0,0,4/8/2026,4/8/2026,,,https://www.google.com/search?tbm=isch&q=N5579M+aircraft,https://www.google.com/search?tbm=isch&q=BE36+aircraft,No,True,True,3
2/11/2026,2026-02-07T00:10:00Z,2/7/2026,0010Z,PALMER,AK,PAQ,ENA FSS,N7473Y,PA30,N7473Y,Landing,Gear collapse/malfunction,2,,Minor,Yes,,,"(ENA FSS), (PAQ)","[{""title"": ""Aviation Safety Network incident entry for N7473Y"", ""url"": ""https://aviation-safety.net/wikibase/566577"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2026-02-06""}, {""title"": ""Aviation 24/7 post: N7473Y gear collapse (Palmer)"", ""url"": ""https://www.facebook.com/aviation247/posts/n7473y-piper-pa-30-palmer-alaska-06-feb-2026gear-collapse-2-pob-no-injuriespalme/1367924365375633/"", ""publisher"": ""Aviation 24/7 (Facebook)"", ""date"": ""2026-02-06""}]",[],https://www.google.com/search?tbm=isch&q=N7473Y+aircraft,actual_search,"(ENA FSS), (PAQ), N7473Y, PA30. N7473Y landed on RWY34, when the landing gear collapsed following touchdown. FAA Form 8020-9 was received. POB: 2, Injuries: None, Update: Damage: Unknown. Minor. 2/7/2026 0010Z. MISCELLANEOUS: None. 2/11/2026",PA30,PA30,2,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N7473Y+aircraft,https://www.google.com/search?tbm=isch&q=PA30+aircraft,No,False,True,2
2/11/2026,2026-02-09T21:52:00Z,2/9/2026,2152Z,SAN FRANCISCO,CA,SFO,,JBU2233 (N2188J),A21N,N2188J,Landing,,Unknown,,Unknown,Yes,,,"(SFO), (JBU2233)","[{""title"": ""Aviation Herald: JetBlue A21N at San Francisco tail strike on go-around"", ""url"": ""https://avherald.com/h?article=534afdff&opt=0"", ""publisher"": ""The Aviation Herald"", ""date"": ""2026-02-09""}]",[],https://www.google.com/search?tbm=isch&q=N2188J+aircraft,actual_search,"(SFO), (JBU2233), N2188J, A21N. JBU2233 (BOS-SFO) was touching down when the aircraft made contact with the runway surface twice then went around. The aircraft landed without further incident. Airport operations reported damage to the runway surface. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 2/9/2026 2152Z. UPDATE:",(JBU2233),A21N,1,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N2188J+aircraft,https://www.google.com/search?tbm=isch&q=A21N+aircraft,No,False,True,2
2/12/2026,2026-02-02T22:50:00Z,2/2/2026,2250Z,EUGENE,OR,EUG,,N4346D,P28A,N4346D,Landing,Power line strike,2,,Minor,Yes,,,(EUG),"[{""title"": ""Aviation 24/7 post: N4346D power line strike (Eugene)"", ""url"": ""https://www.facebook.com/aviation247/posts/n4346d-piper-pa28eugene-oregon11-feb-2026/1368453468656056/"", ""publisher"": ""Aviation 24/7 (Facebook)"", ""date"": ""2026-02-11""}]",[],https://www.google.com/search?tbm=isch&q=N4346D+aircraft,actual_search,"(EUG), N4346D, P28A. N4346D was conducting an engine out training procedure when the aircraft struck a power line. The aircraft continued to EUG and made a safe emergency landing. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Minor. 2/2/2026 2250Z.",P28A,P28A,1,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N4346D+aircraft,https://www.google.com/search?tbm=isch&q=P28A+aircraft,No,False,True,3
2/12/2026,2026-02-11T19:32:00Z,2/11/2026,1932Z,FAIRBANKS,AK,FAI,,N4079H,PA31,N4079H,Landing,Gear collapse/malfunction,Unknown,,Minor,Yes,,,(FAI),"[{""title"": ""Aviation Safety Network incident entry for N4079H"", ""url"": ""https://aviation-safety.net/wikibase/566826"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2026-02-11""}]",[],https://www.google.com/search?tbm=isch&q=N4079H+aircraft,actual_search,"(FAI), N4079H, PA31. N4079H (VFR) reported a nose gear malfunction to FAI WR. The aircraft was given entry to FAI Tower and performed a “flyby” for the tower and company’s inspection of the nose gear. It was observed to be malfunctioning. N4079H orbited the field to prepare for a collapsed gear landing. N4079H landed on RWY02L, and the nose gear collapsed. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Minor. 2/11/2026 1932Z.",PA31,PA31,1,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N4079H+aircraft,https://www.google.com/search?tbm=isch&q=PA31+aircraft,No,False,True,2
2/12/2026,2026-02-11T20:05:00Z,2/11/2026,2005Z,SANTA BARBARA,CA,SBA,,SKW3995,E75L,NONE,Landing,Bird strike,Unknown,Unknown,Unknown,Yes,,,(SBA),[],[],https://www.google.com/search?tbm=isch&q=E75L+aircraft,generic_search,"(SBA), SKW3995, E75L. SKW3995 (SLC-SBA) IFR reported a bird strike on final for RWY25. The aircraft landed without incident. The pilot reported post-flight damage to the #2 right engine and a bent fan blade. FAA Form 8020-9 was received. POB: Unknown, Injuries: Unknown, Damage: Unknown. 2/11/2026 2005Z.",SKW3995,E75L,0,0,2/25/2026,2/25/2026,,,,https://www.google.com/search?tbm=isch&q=E75L+aircraft,No,True,True,2
2/12/2026,2026-02-11T22:24:00Z,2/11/2026,2224Z,WALDPORT,OR,R33,PDX FSDO,NONE,EXPERIMENTAL,NONE,Landing,,1,,Unknown,Yes,,,"(PDX FSDO), (R33), (R33)",[],[],https://www.google.com/search?tbm=isch&q=OR+%28R33+aircraft,generic_search,"(PDX FSDO), (R33), WALDPORT, OR (R33). Unregistered, experimental/ultra-light pulled to the right due to a possible broken aileron and pilot was unable to correct trajectory. The aircraft landed in a tree. No FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 2/11/2026 2224Z. UPDATE: None. MISCELLANEOUS: None. 2/12/2026",(R33),OR (R33,0,0,2/25/2026,2/25/2026,,,,https://www.google.com/search?tbm=isch&q=OR+%28R33+aircraft,No,True,True,2
2/12/2026,2026-02-12T00:55:00Z,2/12/2026,0055Z,THEDFORD,NE,TIF,FSOC FSS,N755ZR,TBM7,N755ZR,Ground/Taxi,Wildlife strike,3,,Unknown,No,,,"(FSOC FSS), (TIF)",[],[],https://www.google.com/search?tbm=isch&q=N755ZR+aircraft,actual_search,"(FSOC FSS), (TIF), N755ZR, TBM7. N755ZR struck a deer while landing on RWY11. There was damage to the right wing flaps. The aircraft taxied to the ramp without further incident. FAA Form 8020-9 was received. POB: 3, Injuries: None, Damage: Unknown. 2/12/2026 0055Z.",TBM7,TBM7,0,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N755ZR+aircraft,https://www.google.com/search?tbm=isch&q=Daher+TBM+700,No,True,True,1
2/13/2026,2026-02-07T21:08:00Z,2/7/2026,2108Z,LOS ANGELES,CA,WHP,,N99VK,C421,N99VK,Landing,Engine failure,Unknown,,Unknown,Yes,,,(WHP),[],[],https://www.google.com/search?tbm=isch&q=N99VK+aircraft,actual_search,"(WHP), N99VK, C421. N99VK was inbound from Newhall Pass and declared an emergency for an engine failure. N99VK issued a landing clearance for RWY12. The aircraft landed safely and was assisted off the runway by Base operations. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. Late Report: 2/7/2026 2108Z. UPDATE:",,C421,0,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N99VK+aircraft,https://www.google.com/search?tbm=isch&q=Cessna+421+Golden+Eagle,No,True,True,3
2/13/2026,2026-02-09T19:39:00Z,2/9/2026,1939Z,FARMINGTON,NM,FMN,,N84071,C172,N84071,Landing,Runway excursion,2,,Unknown,Yes,,,(FMN),[],[],https://www.google.com/search?tbm=isch&q=N84071+aircraft,actual_search,"(FMN), N84071, C172. N84071 was landing on RWY07 and veered off the runway to the right shoulder, then returned to the runway surface. The aircraft taxied to parking on its own power. No aircraft or airport property damage reported by airport ops and the aircraft owner. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. Late Report: 2/9/2026 1939Z.",,C172,0,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N84071+aircraft,https://www.google.com/search?tbm=isch&q=Cessna+172,No,True,True,3
